time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	std_px_est	std_py_est	std_v_est	std_yaw_est	std_yaw_rate_est	RMSE_acc_px	RMSE_acc_py	RMSE_acc_vx	RMSE_acc_vy
1477010448650000	19.8864	14.95	4.81797	1.8805	0.540311	radar	3.15306	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944	0.0690277	0.0740093	0.172102	0.0292047	0.050487	0.0687305	0.0936952	0.640475	0.377366
1477010448700000	19.8498	15.1722	4.79675	1.89472	0.529491	lidar	1.64289	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751	0.0665138	0.0694371	0.167463	0.0291737	0.0512025	0.0686524	0.0933128	0.63769	0.375722
1477010448750000	19.7267	15.3811	4.74747	1.95337	0.574758	radar	9.52252	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226	0.0694328	0.0735237	0.173367	0.0287322	0.0501956	0.0683738	0.0929115	0.634994	0.37421
1477010448800000	19.6927	15.5746	4.6875	1.96463	0.560176	lidar	2.76686	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372	0.0667837	0.0690262	0.168447	0.028807	0.0509794	0.068386	0.0925408	0.632275	0.372786
1477010448850000	19.5981	15.7779	4.66944	1.99447	0.562609	radar	1.32359	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193	0.0697245	0.0730167	0.174626	0.0283437	0.0499774	0.0683854	0.0922302	0.62959	0.371444
1477010448900000	19.4931	15.9949	4.68054	2.02416	0.563875	lidar	0.0333522	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469	0.0669453	0.0686947	0.16944	0.0285301	0.0508255	0.0683376	0.0919308	0.626939	0.3701
1477010448950000	19.3892	16.2011	4.6819	2.048	0.556056	radar	1.51928	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868	0.0699536	0.0725939	0.175751	0.0279844	0.0497551	0.0682985	0.091679	0.624322	0.368746
1477010449000000	19.2781	16.3814	4.64471	2.07801	0.558162	lidar	0.732578	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731	0.0671328	0.0683891	0.170324	0.0282703	0.0506608	0.0682585	0.0916369	0.62174	0.367534
1477010449050000	19.1604	16.5771	4.63551	2.10887	0.562572	radar	0.331804	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284	0.0702207	0.0722042	0.176711	0.027689	0.0495749	0.0682116	0.0917137	0.619188	0.366397
1477010449100000	19.0281	16.7895	4.66384	2.1388	0.56393	lidar	0.180992	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953	0.0673169	0.0680884	0.171071	0.028066	0.0505301	0.0680975	0.0917375	0.616666	0.365203
1477010449150000	18.8752	16.9833	4.66687	2.18752	0.594602	radar	7.47049	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476	0.0704705	0.0718075	0.177552	0.02739	0.0493648	0.0678671	0.0918419	0.61422	0.364252
1477010449200000	18.701	17.2213	4.76143	2.22223	0.598202	lidar	1.99253	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127	0.0675455	0.0677437	0.171738	0.0278484	0.0503676	0.0676054	0.0916597	0.611929	0.363092
1477010449250000	18.5913	17.4208	4.75675	2.22607	0.562083	radar	5.219	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489	0.0706994	0.0713464	0.178315	0.0269899	0.0490375	0.0673518	0.091459	0.609524	0.361765
1477010449300000	18.377	17.6146	4.81809	2.27229	0.576955	lidar	4.31909	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568	0.0677414	0.0674799	0.17235	0.0275215	0.050094	0.0672563	0.0912507	0.607309	0.360483
1477010449350000	18.2385	17.8024	4.81276	2.28595	0.554946	radar	2.51129	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372	0.0710156	0.0709821	0.178915	0.0266099	0.0487449	0.0671005	0.0910449	0.605015	0.359142
1477010449400000	18.1017	17.9877	4.80077	2.30631	0.548813	lidar	0.794358	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906	0.0679895	0.0672271	0.17281	0.0271989	0.0498439	0.0668762	0.090833	0.602705	0.3578
1477010449450000	17.9282	18.1449	4.78479	2.34365	0.561661	radar	1.80321	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418	0.0714323	0.0706277	0.17936	0.0263301	0.0485703	0.0667061	0.0907528	0.600445	0.356567
1477010449500000	17.7935	18.2871	4.7196	2.36712	0.558261	lidar	0.98003	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199	0.0682797	0.0669541	0.173125	0.0269661	0.0496979	0.0664558	0.0909366	0.598156	0.355449
1477010449550000	17.6588	18.4663	4.7055	2.37897	0.540833	radar	6.76397	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973	0.0717788	0.0702776	0.179667	0.0261718	0.0485156	0.0662407	0.091038	0.595892	0.354227
1477010449600000	17.4613	18.6471	4.7554	2.40857	0.542625	lidar	0.54401	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509	0.0684849	0.0667278	0.173332	0.0268557	0.0496633	0.0659914	0.0910172	0.593648	0.352967
1477010449650000	17.2821	18.7897	4.73921	2.43981	0.547591	radar	1.63735	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817	0.0721122	0.0699462	0.179863	0.0260313	0.0484483	0.0657448	0.0911424	0.591429	0.351773
1477010449700000	17.1181	18.9255	4.70256	2.46552	0.54645	lidar	0.29278	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904	0.0687445	0.0664652	0.173456	0.0267494	0.0496112	0.065523	0.0914553	0.589241	0.350636
1477010449750000	16.9503	19.0944	4.71035	2.48038	0.532328	radar	3.25661	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678	0.0724347	0.0696041	0.179933	0.0259817	0.0484549	0.0653673	0.091593	0.587097	0.349405
1477010449800000	16.7322	19.2103	4.71358	2.5195	0.542768	lidar	2.63318	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455	0.0689622	0.0662329	0.173484	0.0267291	0.0496251	0.0651363	0.0920214	0.584956	0.348273
1477010449850000	16.5425	19.3639	4.73072	2.54195	0.539018	radar	3.23479	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938	0.0727276	0.0692814	0.179897	0.0259596	0.0484586	0.0649168	0.0923072	0.582841	0.347092
1477010449900000	16.3154	19.5242	4.79629	2.56872	0.538399	lidar	0.910093	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237	0.069186	0.0659842	0.173439	0.0267263	0.0496319	0.0646893	0.0923687	0.580742	0.34587
1477010449950000	16.0946	19.6107	4.77706	2.61187	0.555531	radar	9.88662	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364	0.0730547	0.0689214	0.179805	0.0258961	0.0483959	0.0645047	0.0928371	0.578672	0.344807
1477010450000000	15.8877	19.7538	4.80182	2.63347	0.550187	lidar	0.794788	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329	0.0694452	0.0656947	0.173357	0.026671	0.0495731	0.0643251	0.0931057	0.576626	0.343679
1477010450050000	15.6987	19.8748	4.77045	2.64639	0.528652	radar	3.60224	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141	0.0733638	0.0685516	0.179559	0.0258886	0.0483853	0.0641032	0.0933495	0.574595	0.342498
1477010450100000	15.4656	20.0259	4.83588	2.66675	0.523055	lidar	1.46815	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081	0.0696545	0.0654684	0.173142	0.0266645	0.0495589	0.0639278	0.0932947	0.572584	0.341298
1477010450150000	15.2547	20.1665	4.85489	2.67998	0.508136	radar	6.05608	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347	0.0737303	0.0681977	0.179382	0.0258729	0.0483609	0.0637399	0.0930712	0.570593	0.340159
1477010450200000	15.0637	20.2951	4.84101	2.69464	0.49928	lidar	2.07768	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763	0.0699251	0.065278	0.172966	0.0266378	0.0495282	0.0635201	0.0927734	0.568629	0.339118
1477010450250000	14.8351	20.3805	4.83932	2.72612	0.505486	radar	1.86955	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068	0.0741478	0.0678761	0.17924	0.0258608	0.0483481	0.0633035	0.0925024	0.566683	0.338042
1477010450300000	14.6177	20.4977	4.8516	2.74461	0.49975	lidar	0.775813	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272	0.0702361	0.0650212	0.172821	0.0266158	0.0495112	0.0630879	0.09219	0.564758	0.337069
1477010450350000	14.3821	20.5878	4.8697	2.7742	0.506548	radar	1.05853	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386	0.0745313	0.0675349	0.178968	0.0258849	0.048372	0.0628775	0.0918782	0.562847	0.336086
1477010450400000	14.1354	20.6625	4.88661	2.80491	0.510905	lidar	0.625926	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421	0.0705268	0.0647708	0.172578	0.0266262	0.0495257	0.0627017	0.0915708	0.560956	0.335078
1477010450450000	13.8987	20.7362	4.89588	2.83499	0.517739	radar	0.289579	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386	0.0748671	0.0672141	0.178511	0.0259441	0.0484222	0.0625457	0.0912658	0.559089	0.334047
1477010450500000	13.6249	20.8015	4.94592	2.86754	0.522898	lidar	1.63685	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294	0.0707845	0.064516	0.172199	0.0266659	0.04956	0.0626191	0.0909642	0.557281	0.332996
1477010450550000	13.3757	20.8376	4.95864	2.9104	0.545578	radar	2.57021	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153	0.0751766	0.0668848	0.177893	0.0260285	0.048484	0.062815	0.0906959	0.555528	0.331899
1477010450600000	13.1308	20.8811	4.95618	2.94089	0.548281	lidar	0.169642	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975	0.0710293	0.0642529	0.171705	0.0267214	0.0495982	0.0630919	0.0904568	0.553791	0.330822
1477010450650000	12.897	20.939	4.95065	2.96416	0.545198	radar	1.75021	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694	0.075446	0.0665729	0.176983	0.0262199	0.04864	0.0633271	0.0901951	0.552056	0.329752
1477010450700000	12.6987	20.9834	4.88782	2.98597	0.541304	lidar	1.97259	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469	0.0712257	0.0640248	0.17097	0.0268732	0.0497157	0.0632603	0.0899308	0.550281	0.32869
1477010450750000	12.444	21.0246	4.91523	3.01382	0.543693	radar	2.61195	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175	0.075751	0.0662522	0.176127	0.0265022	0.0488697	0.0632821	0.0896592	0.548536	0.327641
1477010450800000	12.1986	21.0627	4.92224	3.03808	0.541163	lidar	0.122515	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912	0.0714534	0.0637775	0.170274	0.0271123	0.0499007	0.0633332	0.0893796	0.54681	0.326601
1477010450850000	11.9576	21.0838	4.92435	3.06778	0.546451	radar	1.0835	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778	0.0760774	0.0659211	0.175262	0.0267895	0.0490728	0.0633773	0.0891052	0.5451	0.325586
1477010450900000	11.716	21.0582	4.90082	3.10723	0.556914	lidar	2.05015	11.6814	20.8651	11.785	21.117	-4.86022	0.286869	0.0717034	0.0635341	0.169566	0.027347	0.0500577	0.0634141	0.0889471	0.543392	0.324697
1477010450950000	11.4656	21.0463	4.90777	3.14199	0.564411	radar	1.21528	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281	0.0763653	0.0656397	0.174047	0.0271885	0.0493703	0.0635022	0.0889052	0.541699	0.323951
1477010451000000	11.2519	21.0408	4.8603	3.16966	0.564555	lidar	0.736885	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057	0.0719328	0.0632758	0.168591	0.0276814	0.050293	0.0634099	0.0889296	0.540016	0.323256
1477010451050000	10.9935	21.0046	4.88199	3.20797	0.574642	radar	4.34508	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565	0.0766563	0.0653267	0.172633	0.0276807	0.0497357	0.0633948	0.0892243	0.538347	0.322842
1477010451100000	10.7854	20.9683	4.82523	3.24138	0.579381	lidar	0.759112	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643	0.0721631	0.0630119	0.167464	0.0280981	0.0505847	0.0632306	0.0898029	0.536729	0.322618
1477010451150000	10.5384	20.9618	4.81321	3.25808	0.562028	radar	5.03677	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	0.0769227	0.0650272	0.170869	0.0282837	0.0501831	0.0630761	0.0903046	0.535145	0.322194
1477010451200000	10.2612	20.9844	4.88075	3.26883	0.546287	lidar	3.13451	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674	0.072365	0.0627698	0.166055	0.0286125	0.0509447	0.0630677	0.0904362	0.533527	0.321538
1477010451250000	10.0231	20.9644	4.87431	3.2909	0.541013	radar	0.993122	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	0.0773159	0.0646575	0.169805	0.0287276	0.0504373	0.0630296	0.0905326	0.531929	0.320848
1477010451300000	9.83037	20.9248	4.80309	3.3191	0.543022	lidar	1.70908	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327	0.0726695	0.0625788	0.165185	0.0289641	0.0511341	0.0628425	0.0906939	0.530427	0.320185
1477010451350000	9.60319	20.9087	4.75538	3.33001	0.521062	radar	2.55076	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	0.0776864	0.0644054	0.168524	0.0292311	0.0507714	0.062659	0.0907146	0.529011	0.319334
1477010451400000	9.40959	20.8561	4.69663	3.35926	0.524626	lidar	0.986218	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977	0.0729507	0.0623206	0.164151	0.0293837	0.0514034	0.0626271	0.0908025	0.52777	0.318509
1477010451450000	9.19076	20.8138	4.68101	3.3821	0.521677	radar	1.48313	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	0.0780272	0.0640696	0.167225	0.0297743	0.0511517	0.0627358	0.0908533	0.526602	0.317666
1477010451500000	8.89912	20.7782	4.77711	3.397	0.5108	lidar	2.40151	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	0.0732226	0.062007	0.163128	0.0298508	0.0517203	0.0625867	0.0907996	0.525214	0.316796
1477010451550000	8.68539	20.7007	4.75359	3.42829	0.516073	radar	4.32396	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	0.0784205	0.063676	0.166216	0.0301975	0.0514003	0.0625315	0.0908531	0.523922	0.315979
1477010451600000	8.40819	20.6162	4.8292	3.4551	0.515909	lidar	2.80502	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	0.0735468	0.0617602	0.162322	0.0301895	0.0519132	0.0623579	0.0910453	0.522525	0.315251
1477010451650000	8.18093	20.5369	4.8299	3.48204	0.517376	radar	0.0425556	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	0.0788188	0.0633935	0.16492	0.0306228	0.0516723	0.0622	0.0913074	0.521165	0.31457
1477010451700000	7.93799	20.4558	4.85361	3.50566	0.515131	lidar	0.159083	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	0.0738768	0.0615796	0.161282	0.030517	0.0521166	0.0620305	0.0916121	0.519796	0.31392
1477010451750000	7.7213	20.3717	4.85814	3.53348	0.520393	radar	3.36646	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	0.0792265	0.063156	0.163521	0.0310327	0.0519513	0.0618959	0.0919411	0.518463	0.313347
1477010451800000	7.41537	20.3092	4.97027	3.54019	0.502352	lidar	3.74707	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	0.0742078	0.061394	0.160171	0.0308289	0.0523257	0.0618094	0.092084	0.517005	0.312684
1477010451850000	7.18675	20.2118	4.96091	3.56306	0.498603	radar	0.289433	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	0.0796976	0.0628724	0.162539	0.0312825	0.0520872	0.0617184	0.0922698	0.515569	0.312022
1477010451900000	6.92227	20.1269	5.01185	3.5772	0.488697	lidar	0.90005	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	0.0745908	0.0612513	0.159371	0.0309833	0.0524086	0.0618278	0.0923747	0.514127	0.311326
1477010451950000	6.70215	20.0336	4.98421	3.59553	0.48113	radar	0.673346	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	0.0801712	0.0626411	0.161639	0.0314613	0.0521985	0.0618938	0.0924283	0.512701	0.310572
1477010452000000	6.45317	19.9408	5.01496	3.61024	0.472743	lidar	0.554698	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	0.0749628	0.061068	0.158641	0.0310835	0.0524793	0.0621459	0.0924063	0.511283	0.309792
1477010452050000	6.24108	19.8463	4.98665	3.62802	0.467056	radar	2.99024	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	0.0806022	0.0623701	0.160797	0.0316031	0.0523146	0.0623115	0.0923063	0.509878	0.308978
1477010452100000	5.97737	19.7509	5.03976	3.63779	0.454785	lidar	1.19679	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	0.0753006	0.0608357	0.157971	0.0311666	0.0525647	0.0628894	0.0921334	0.508497	0.308146
1477010452150000	5.7466	19.609	5.08401	3.66767	0.464098	radar	1.6113	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	0.0809943	0.062045	0.160137	0.0316853	0.0523983	0.0636071	0.0920421	0.507132	0.307398
1477010452200000	5.56587	19.4883	5.02791	3.69403	0.467494	lidar	1.27726	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	0.0756437	0.0606078	0.15745	0.0311991	0.052623	0.0639377	0.0919345	0.50576	0.306648
1477010452250000	5.36434	19.341	5.02282	3.72342	0.473281	radar	1.61804	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	0.0813589	0.0617982	0.158867	0.0318964	0.0526366	0.0641619	0.0919111	0.50441	0.305972
1477010452300000	5.15075	19.2387	5.01075	3.73527	0.463332	lidar	2.14693	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	0.0759242	0.0603137	0.156472	0.0313649	0.0528169	0.0644053	0.0917568	0.503069	0.305219
1477010452350000	4.96569	19.1244	4.93871	3.75073	0.453115	radar	4.83522	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	0.081652	0.0614525	0.157543	0.0321528	0.0529078	0.0644756	0.0915434	0.501777	0.304412
1477010452400000	4.79742	18.9765	4.89794	3.78052	0.459771	lidar	0.529788	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	0.0761288	0.0600021	0.155463	0.0315863	0.0530455	0.064367	0.0913437	0.500587	0.303618
1477010452450000	4.58909	18.8273	4.93166	3.80293	0.461063	radar	1.50138	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	0.0817988	0.0611081	0.155933	0.0325379	0.0532882	0.0642763	0.0911528	0.499388	0.302855
1477010452500000	4.40946	18.6967	4.90049	3.82229	0.458285	lidar	1.16644	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	0.0762716	0.0597089	0.154262	0.031932	0.0533664	0.064129	0.090928	0.498252	0.302076
1477010452550000	4.23273	18.5528	4.84954	3.84132	0.451713	radar	1.39251	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	0.0819579	0.060777	0.154419	0.0329433	0.0536459	0.0639618	0.090695	0.497223	0.301289
1477010452600000	4.10166	18.4013	4.77887	3.87304	0.460581	lidar	1.83404	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	0.076389	0.0594116	0.15314	0.0322971	0.0536665	0.0639564	0.0904607	0.496489	0.300507
1477010452650000	3.91058	18.2324	4.86726	3.90082	0.47175	radar	7.34233	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	0.0819917	0.0604619	0.152548	0.033476	0.0541017	0.0639593	0.0902323	0.49567	0.299792
1477010452700000	3.66092	18.0877	4.9409	3.90136	0.450634	lidar	2.84904	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	0.0764711	0.0591587	0.151763	0.0327748	0.0540441	0.063796	0.090002	0.494587	0.29906
1477010452750000	3.50372	17.9353	4.86768	3.91997	0.443697	radar	3.39755	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	0.0822303	0.0601575	0.151469	0.0338527	0.0543475	0.0636816	0.0897873	0.493651	0.298297
1477010452800000	3.27864	17.7667	4.9283	3.92863	0.431036	lidar	1.42225	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	0.0766797	0.0589521	0.150956	0.0330826	0.0542282	0.0635212	0.0895789	0.49257	0.297541
1477010452850000	3.09564	17.5852	4.97949	3.9522	0.436484	radar	2.36516	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	0.0824547	0.0598982	0.150638	0.0341608	0.0545293	0.0633626	0.0893639	0.491481	0.296831
1477010452900000	2.91955	17.4659	4.93613	3.95698	0.422154	lidar	6.42455	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	0.0769415	0.0587998	0.150333	0.0333149	0.0543522	0.063204	0.0893162	0.490386	0.296085
1477010452950000	2.76588	17.2549	4.99352	3.99329	0.440778	radar	3.06381	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	0.0827384	0.0597005	0.149923	0.0343943	0.054658	0.0630584	0.0891622	0.489371	0.295419
1477010453000000	2.58991	17.0698	5.00513	4.01085	0.436704	lidar	0.0925656	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	0.0771923	0.0586252	0.149801	0.0334842	0.054437	0.0629103	0.0890078	0.48837	0.294768
1477010453050000	2.43373	16.9008	4.93034	4.02356	0.423794	radar	2.07169	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	0.0830531	0.0595198	0.148741	0.0346554	0.0548458	0.0627881	0.0889152	0.487469	0.294044
1477010453100000	2.26927	16.7286	4.92366	4.03771	0.417701	lidar	0.597369	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	0.0774034	0.0584526	0.148904	0.0336822	0.0545745	0.0626743	0.0889003	0.48658	0.293319
1477010453150000	2.10233	16.5311	4.90973	4.05256	0.408774	radar	5.0754	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	0.0831813	0.0593081	0.147708	0.0348869	0.0550204	0.0625561	0.0888652	0.485723	0.2926
1477010453200000	1.94199	16.3025	4.95301	4.07714	0.411843	lidar	2.16684	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	0.0775125	0.0582801	0.148143	0.033873	0.0547155	0.0624426	0.0887129	0.484913	0.291902
1477010453250000	1.79485	16.1243	4.8986	4.0894	0.401364	radar	1.22811	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	0.0832885	0.0591159	0.146635	0.0351095	0.0551975	0.0623654	0.0886263	0.484181	0.291195
1477010453300000	1.59531	15.9526	4.9306	4.08703	0.381201	lidar	2.30798	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	0.0776124	0.0581139	0.147356	0.0340556	0.0548572	0.0622145	0.0886724	0.483241	0.290507
1477010453350000	1.46021	15.7256	4.98844	4.11688	0.394365	radar	1.68099	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	0.0833171	0.0589052	0.146178	0.0352156	0.055262	0.0620789	0.088607	0.482385	0.289822
1477010453400000	1.28688	15.5071	5.03394	4.12864	0.386782	lidar	0.946316	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	0.0777277	0.0579741	0.147037	0.0341311	0.0549041	0.0619307	0.0884949	0.481465	0.289164
1477010453450000	1.13836	15.3132	5.01079	4.13972	0.377949	radar	1.1842	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	0.0834857	0.058756	0.145499	0.0353105	0.0553412	0.0617836	0.0884339	0.480564	0.288484
1477010453500000	0.930215	15.0923	5.09079	4.13866	0.359363	lidar	2.95435	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	0.0778816	0.0578602	0.146529	0.0341867	0.0549557	0.0618056	0.0883325	0.479497	0.287826
1477010453550000	0.797022	14.9105	5.0102	4.14753	0.347534	radar	2.92597	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	0.083583	0.0586081	0.145395	0.0352466	0.0552822	0.061782	0.0883585	0.478477	0.287153
1477010453600000	0.684275	14.6979	4.9922	4.1707	0.35285	lidar	0.172944	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	0.0779629	0.0577504	0.146455	0.034113	0.054903	0.0616689	0.0883903	0.477562	0.286482
1477010453650000	0.566693	14.4599	5.03895	4.19775	0.363757	radar	1.40152	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	0.0835178	0.058497	0.144874	0.0352609	0.0553386	0.0615277	0.0883233	0.47675	0.285832
1477010453700000	0.393477	14.2365	5.08806	4.20103	0.35003	lidar	1.24544	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	0.0779605	0.0576369	0.146086	0.0341266	0.0549548	0.061468	0.0882359	0.475815	0.285202
1477010453750000	0.264359	13.9874	5.17865	4.22547	0.360821	radar	2.88904	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	0.0834991	0.0583808	0.144413	0.0352413	0.0553667	0.0613967	0.0880677	0.47492	0.284777
1477010453800000	0.231034	13.7438	5.11969	4.27209	0.386806	lidar	3.36941	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	0.0780671	0.0575659	0.145746	0.0340862	0.0549642	0.0613626	0.0878702	0.4746	0.28442
1477010453850000	0.122318	13.5017	5.16708	4.29464	0.392197	radar	1.07731	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	0.0835729	0.0583247	0.142869	0.0353837	0.0555816	0.0614189	0.087669	0.474436	0.28428
1477010453900000	-0.0373437	13.2695	5.20789	4.29562	0.375106	lidar	1.44392	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	0.0781137	0.057472	0.144614	0.0341975	0.0551281	0.0613335	0.0874729	0.474044	0.28418
1477010453950000	-0.149696	13.0504	5.15697	4.30615	0.365145	radar	1.12374	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	0.0835598	0.0582305	0.141935	0.0354152	0.0556652	0.061284	0.0872749	0.473749	0.283879
1477010454000000	-0.169978	12.8282	5.07857	4.34737	0.38666	lidar	3.37258	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	0.0781074	0.0574061	0.143938	0.0342136	0.0551869	0.0619713	0.0870772	0.474309	0.283515
1477010454050000	-0.280893	12.6015	5.03397	4.35525	0.373042	radar	3.39681	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	0.0833065	0.0581774	0.140424	0.0355589	0.0558704	0.0627316	0.0868809	0.474917	0.283017
1477010454100000	-0.396252	12.3653	5.05474	4.36429	0.364145	lidar	0.391637	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	0.0778419	0.05733	0.142866	0.0343721	0.0553732	0.0634902	0.0866868	0.475483	0.282544
1477010454150000	-0.507923	12.1557	5.00941	4.36795	0.349104	radar	3.96757	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	0.0828558	0.058114	0.139562	0.0356492	0.055987	0.0642652	0.0864991	0.475999	0.281968
1477010454200000	-0.58859	11.9367	4.98745	4.38381	0.34794	lidar	0.541791	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	0.0775395	0.0572871	0.142272	0.0344854	0.0554875	0.0654104	0.0863274	0.476746	0.281375
1477010454250000	-0.701882	11.708	4.97914	4.38739	0.333808	radar	3.08977	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	0.0823312	0.0580889	0.138974	0.0357289	0.0560754	0.0664913	0.086164	0.477379	0.280766
