time_stamp,px_state,py_state,v_state,yaw_angle_state,yaw_rate_state,sensor_type,NIS,px_measured,py_measured,px_ground_truth,py_ground_truth,vx_ground_truth,vy_ground_truth,std_px_est,std_py_est,std_v_est,std_yaw_est,std_yaw_rate_est,RMSE_acc_px,RMSE_acc_py,RMSE_acc_vx,RMSE_acc_vy,ax_calc,ay_calc,delta t
1477010447950000,20.2456,11.6109,4.84471,1.55049,0.649957,radar,9.56094,19.2063,12.2418,20.2466,11.5861,0.346889,4.82575,0.0711106,0.0800758,0.169536,0.0495875,0.146422,0.0547381,0.106325,0.678386,0.387196,2.51698,-0.153599999999994,0.05
1477010448000000,20.3182,11.8474,4.84243,1.55103,0.609861,lidar,5.21182,20.6141,11.9422,20.2608,11.8275,0.220439,4.83027,0.0692555,0.0736391,0.164752,0.0508197,0.152798,0.0547652,0.105816,0.675133,0.385276,2.529,-0.090400000000006,0.05
1477010448050000,20.3499,12.0804,4.84894,1.53897,0.504034,radar,4.2279,19966,11.9688,20.2687,12.0692,0.093487,4.83159,0.0711942,0.0785792,0.171278,0.0475342,0.144233,0.0550865,0.105302,0.671843,0.383386,2.53904,-0.026399999999995,0.05
1477010448100000,20.3362,12.3655,4.91314,1.57588,0.515454,lidar,1.02667,20.3263,12.4966,20.2701,12.3108,-0.0338694,4.82968,0.0691273,0.0728409,0.166315,0.0491365,0.151082,0.0552041,0.104928,0.668574,0.381609,2.547128,0.038200000000011,0.05
1477010448150000,20.2831,12.6061,4.8922,1.64426,0.610896,radar,2.71669,20.0192,12.4823,20.2652,12.5522,-0.161529,4.82451,0.071372,0.0778199,0.172645,0.0462234,0.143143,0.0549659,0.104556,0.665634,0.379807,2.553192,0.103399999999994,0.05
1477010448200000,20309,12.8432,4.87929,1.65406,0.585878,lidar,2.08339,20498,12.8924,20254,12.7933,-0.28939,4.81605,0.0693572,0.0720887,0.167446,0.0480821,0.150208,0.054966,0.104171,0.662554,0.378021,2.55722,0.169200000000007,0.05
1477010448250000,20.2974,13.0756,4.86229,1678,0.580913,radar,2.12248,20.9151,12.2555,20.2363,13.0339,-0.417348,4.80428,0.071523,0.0768337,0.173953,0.0448545,0.141767,0.0550269,0.103757,0.659497,0.376245,2.55916,0.235399999999988,0.05
1477010448300000,20.2617,13.2879,4.81996,1.70855,0.5847,lidar,1.00221,20.1943,13.1688,20.2122,13.2738,-0.545298,4.78918,0.0693531,0.071462,0.168573,0.0469782,0.149094,0.0549776,0.10328,0.656505,0.374486,2.559,0.302000000000007,0.05
1477010448350000,20.2243,13.5236,4.82077,1.72952,0.55786,radar,1.35288,19858,13.5236,20.1818,13.5129,-0.673135,4.77072,0.0716176,0.0760859,0.175068,0.0438771,0.140921,0.0548751,0.102806,0.653514,0.372749,2.55674,0.369200000000003,0.05
1477010448400000,20.2049,13.7806,4.84565,1.74836,0.545685,lidar,1.37853,20.3245,13.8896,20.1449,13.7509,-0.800753,4.74892,0.06935,0.0709419,0.169513,0.046234,0.148416,0.0549244,0.102373,0.650531,0.371041,2.55236,0.435999999999996,0.05
1477010448450000,20.1485,14.0088,4.83128,1.78675,0.573079,radar,0.772441,20.3387,13.5307,20.1017,13.9878,-0.928043,4.72374,0.0717696,0.0754704,0.175969,0.0430873,0.14014,0.0548558,0.101926,0.647648,0.369351,2.5458,0.503599999999995,0.05
1477010448500000,20.0936,14.2625,4.85941,1.81504,0.571465,lidar,0.344369,20.1216,14337,20.0521,14.2233,-1.0549,4.69521,0.0694629,0.0704748,0.170234,0.0456086,0.147756,0.0547499,0.101534,0.644825,0.367688,2.53714,0.570599999999999,0.05
1477010448550000,20.0219,14.4922,4.85639,1.84444,0.566173,radar,1.35478,19.6717,14.4038,19.9962,14.4573,-1.18121,4.66331,0.0718626,0.0748408,0.176765,0.0421349,0.13902,0.054559,0.101134,0.64206,0.366045,2.5262,0.638000000000005,0.05
1477010448600000,19.9131,14.7456,4.90203,1.88823,0.583116,lidar,1.06806,19781,14773,19934,14.6897,-1.30687,4.62805,0.0695151,0.0700219,0.170907,0.0448118,0.146806,0.0543525,0.100822,0.639557,0.364432,2.5132,0.705200000000001,0.05
1477010448650000,19.8477,14.9647,4.8806,1.89867,0.534538,radar,3.42173,20.1149,14.0165,19.8655,14.9202,-1.43177,4.58944,0.0718899,0.0742179,0.177471,0.0409985,0.137674,0.0541392,0.100466,0.636881,0.362842,2.498,0.772200000000005,0.05
1477010448700000,19.82,15182,4.83846,1.90466,0.511383,lidar,2.28554,20.0208,15.2053,19.7908,15.1486,-1.55581,4.54751,0.0694725,0.0696135,0.171535,0.0438324,0.145663,0.0539724,0.100077,0.634112,0.361267,2.4808,0.838599999999996,0.05
1477010448750000,19.6842,15.3905,4.82344,1.9989,0.687164,radar,7.44592,20.0157,15.3443,19.7099,15.3749,-1.67887,4.50226,0.0721788,0.0737168,0.178012,0.0405639,0.137551,0.0537919,0.0996548,0.632087,0.359863,2.4612,0.905000000000005,0.05
1477010448800000,19.6552,15.5777,4.74048,2.00646,0.658086,lidar,3.87053,19.9131,15554,19.6229,15.5989,-1.80085,4.45372,0.0696592,0.0691294,0.171973,0.0435366,0.14558,0.0536447,0.0992474,0.629651,0.358612,2.4396,0.970800000000001,0.05
1477010448850000,19.5635,15.7836,4.72412,2.02805,0.630205,radar,1.46025,19.9388,15.0864,19.5298,15.8203,-1.92164,4.40193,0.0721616,0.073088,0.178533,0.0399548,0.137048,0.0535067,0.0988837,0.627159,0.357405,2.4158,1.03579999999999,0.05
1477010448900000,19.4591,15996,4.72562,2.05806,0.628337,lidar,0.023297,19.4748,16.0098,19.4307,16039,-2.04114,4.3469,0.0694848,0.0688265,0.172464,0.0431063,0.145192,0.0533447,0.0985465,0.624716,0.356246,2.39,1.10060000000001,0.05
1477010448950000,19.3596,16.2055,4.72086,2.06495,0.561425,radar,1.97018,19.1556,16.0022,19.3257,16.2549,-2.15925,4.28868,0.0721216,0.0726625,0.179015,0.0394746,0.136636,0.0532123,0.0982388,0.62215,0.354965,2.3622,1.16439999999999,0.05
1477010449000000,19.2508,16.3826,4.67657,2.09473,0.565416,lidar,0.691227,19238,16.2719,19.2148,16.4679,-2.27586,4.22731,0.0693866,0.0686234,0.17287,0.0427562,0.144855,0.0530927,0.0981386,0.619601,0.353866,2.3322,1.2274,0.05
1477010449050000,19133,16.5793,4.66977,2.12431,0.570282,radar,0.276391,19.4007,16.2962,19.0981,16.6777,-2.39087,4.16284,0.0722128,0.0723359,0.179409,0.0392599,0.136589,0.0529691,0.0981403,0.617083,0.352833,2.3002,1.2894,0.05
1477010449100000,19.0033,16.7893,4.69106,2.15228,0.568765,lidar,0.138168,19.0029,16.8387,18.9757,16.8841,-2.50418,4.0953,0.0693966,0.0684103,0.173172,0.0426444,0.144832,0.0528118,0.0981142,0.614605,0.351751,2.2662,1.3508,0.05
1477010449150000,18.8454,16.9795,4.70746,2.2227,0.682388,radar,6.18632,18.8373,17.7112,18.8477,17.0872,-2.61571,4.02476,0.0722735,0.0720062,0.179705,0.0389289,0.136244,0.0525988,0.0981945,0.612502,0.351248,2.2306,1.41080000000001,0.05
1477010449200000,18.6702,17.2135,4.79655,2.25823,0.680388,lidar,1.86129,18.6148,17.3832,18.7142,17.2866,-2.72534,3.95127,0.0694404,0.0681358,0.173431,0.0423927,0.144536,0.0525355,0.098019,0.610711,0.350521,2.1926,1.46979999999999,0.05
1477010449250000,18.5709,17.4212,4.77154,2.22333,0.509073,radar,6.25833,18.8177,17.0316,18.5752,17.4822,-2.83299,3.87489,0.0721531,0.0716388,0.179839,0.0381393,0.13522,0.052328,0.0977808,0.608309,0.349207,2.153,1.5276,0.05
1477010449300000,18358,17.6131,4.83289,2.27005,0.531407,lidar,3.80331,18.1023,17.5529,18.4309,17674,-2.93858,3.79568,0.0692327,0.0681128,0.173561,0.0416665,0.143629,0.0525215,0.0975449,0.606102,0.347936,2.1118,1.5842,0.05
1477010449350000,18221,17.8063,4.82472,2.26588,0.451098,radar,1.88194,18.2749,17.4877,18.2814,17.8617,-3042,3.71372,0.0723334,0.0713946,0.180083,0.0376236,0.134769,0.0525877,0.0972868,0.603745,0.346575,60781.2284,1.6392,0.05
1477010449400000,18.0927,17.9941,4.8051,2.27833,0.440051,lidar,0.88183,18.2094,18.0461,18.1268,18.0453,-3.14318,3.62906,0.0693258,0.0679934,0.173712,0.0411898,0.143228,0.0524694,0.0970138,0.601403,0.345235,-60777.1364,1.6932,0.05
1477010449450000,17.9153,18.1462,4.78877,2.33127,0.514866,radar,2.41227,18.3021,17498,17.9671,18.2246,-3.24204,3.5418,0.0727169,0.0710786,0.18023,0.0374489,0.134857,0.0524645,0.096884,0.599107,0.343963,1.9772,1.74519999999999,0.05
1477010449500000,17786,18.2897,4.71872,2.35151,0.510612,lidar,1.10466,17.9018,18.2183,17.8026,18.3994,-3.3385,3.45199,0.0695927,0.0677022,0.173781,0.0410629,0.143317,0.052284,0.0969884,0.596818,0.342759,1.92919999999999,1.79620000000001,0.05
1477010449550000,17.6525,18.4709,4.70269,2.3572,0.476751,radar,6.48365,18.8558,18.1364,17.6334,18.5697,-3.43247,3.35973,0.0729351,0.0707936,0.180277,0.0375022,0.135212,0.0521123,0.0970025,0.594622,0.341474,1.8794,1.8452,0.05
1477010449600000,17.4594,18.6537,4.74993,2.38391,0.478706,lidar,0.486335,17.3845,18.7039,17.4595,18.7353,-3.5239,3.26509,0.0696648,0.0675566,0.173786,0.0411881,0.143649,0.0519161,0.0968962,0.592417,0.340187,1.82860000000001,1.8928,0.05
1477010449650000,17.2777,18.7934,4.73468,2.42517,0.519669,radar,1.91573,17.7945,18.0801,17281,18.8962,-3.61271,3.16817,0.0731642,0.0704935,0.180297,0.0374647,0.135148,0.0517228,0.0969415,0.590213,0.338954,1.77619999999999,1.9384,0.05
1477010449700000,17.1173,18.9305,4.69553,2.4495,0.518865,lidar,0.324414,17.1762,18.8863,17.0983,19.0521,-3.69883,3.06904,0.0698257,0.0673336,0.17378,0.0411797,0.14359,0.0515568,0.0971473,0.588067,0.337754,1.7224,1.98259999999999,0.05
1477010449750000,16.9499,19.1009,4.70382,2.4603,0.491388,radar,2.93519,16.9398,19.7311,16.9113,19203,-3.78221,2.9678,0.0733365,0.0702341,0.180227,0.0375754,0.135349,0.0514737,0.0971844,0.586005,0.33651,1.6676,2.0248,0.05
1477010449800000,16.7331,19.2167,4.7062,2.50214,0.511739,lidar,2.78962,16.5734,19052,16.7201,19.3488,-3.86278,2.86455,0.0698854,0.0672309,0.173704,0.0413234,0.143768,0.0512975,0.0974843,0.583909,0.335314,1.6114,2.065,0.05
1477010449850000,16.5427,19.3695,4.72447,2.52878,0.523492,radar,3.24769,16.1674,20.2201,16.5251,19.4894,-3.9405,2.75938,0.0734847,0.0700236,0.180131,0.0376372,0.135384,0.0511331,0.0976649,0.581825,0.334116,1.5544,2.1034,0.05
1477010449900000,16.3176,19531,4.78867,2.55445,0.520759,lidar,0.861568,16.2338,19.6171,16.3262,19.6246,-4.01531,2.65237,0.0699538,0.0671293,0.173613,0.0413933,0.143785,0.0509541,0.0976364,0.579733,0.332912,1.49620000000001,2.14020000000001,0.05
1477010449950000,16.0944,19.6126,4.76954,2.61199,0.581515,radar,10.0966,16.4366,18.2742,16.1237,19.7545,-4.08716,2.54364,0.0736698,0.0697773,0.180027,0.0374844,0.135053,0.0508319,0.0980235,0.577664,0.331915,1.43699999999999,2.1746,0.05
1477010450000000,15.8886,19.7562,4.79383,2.63257,0.570678,lidar,0.770207,15.9243,19.8703,15.9176,19.8789,-4.15602,2.43329,0.0700511,0.0669735,0.173524,0.0412231,0.143468,0.0507105,0.0982205,0.575618,0.330837,1.3772,2.207,0.05
1477010450050000,15.7004,19.8826,4.76579,2.62908,0.486512,radar,3.18242,16.2328,19.2166,15.7082,19.9978,-4.22185,2.32141,0.073815,0.0695947,0.17979,0.0375235,0.135183,0.0505359,0.0983503,0.573616,0.329672,1.3166,2.2376,0.05
1477010450100000,15.47,20.0369,4.83004,2.64508,0.47427,lidar,1.31338,15.4332,20.1836,15.4956,20111,-4.28461,2.2081,0.0700661,0.0670017,0.173285,0.0412486,0.143559,0.0504044,0.0982018,0.571616,0.328609,1.2552,2.2662,0.05
1477010450150000,15.2576,20.1792,4.85463,2.65513,0.450164,radar,5.5694,14.3677,21.3406,15.2799,20.2185,-4.34427,2.09347,0.074117,0.0693333,0.179735,0.0374199,0.13502,0.0502635,0.097915,0.569645,0.327795,1.1932,2.2926,0.05
1477010450200000,15.07,20.3122,4.83897,2.66462,0.435447,lidar,1.76727,15.2016,20.4385,15.0613,20.3203,-4.4008,1.97763,0.0702678,0.0669108,0.173192,0.0411164,0.143405,0.0500951,0.0975791,0.56774,0.32729,1.13060000000001,2.3168,0.05
1477010450250000,14.8391,20.3929,4.83774,2.70788,0.479634,radar,2.28446,14.7476,19.9571,14.84,20.4162,-4.4542,1.86068,0.0744911,0.069047,0.179681,0.0373203,0.134936,0.0499233,0.0972635,0.565817,0.326479,1.068,2.339,0.05
1477010450300000,14.6237,20.5127,4.84881,2.72384,0.469975,lidar,0.590765,14.6665,20.6088,14.6161,20.5063,-4.50443,1.74272,0.0705485,0.0666522,0.173119,0.0410114,0.143341,0.0497571,0.0969336,0.563921,0.325893,1.0046,2.3592,0.05
1477010450350000,14.3868,20.5986,4.8666,2.76569,0.517093,radar,1.31553,13841,21.0031,14.3897,20.5904,-4.55149,1.62386,0.074818,0.0687844,0.179503,0.0373908,0.135125,0.0495893,0.0966079,0.562017,0.325065,0.941200000000002,2.3772,0.05
1477010450400000,14.14,20.6719,4.8822,2.79948,0.525938,lidar,0.746778,14.0521,20.5924,14.1611,20.6686,-4.59537,1.50421,0.0707806,0.0664728,0.17294,0.0410747,0.143499,0.049453,0.0962835,0.560128,0.324158,0.877599999999994,2.393,0.05
1477010450450000,13.9034,20.7429,4.88992,2.83796,0.557991,radar,0.290795,13.8232,20859,13.9304,20.7408,-4.63606,1.38386,0.0750836,0.0686215,0.179135,0.0376266,0.135472,0.0493371,0.0959622,0.558263,0.323138,0.813800000000011,2.407,0.05
1477010450500000,13.6285,20.8051,4.93988,2.87468,0.566726,lidar,1.73518,13.4686,20.7253,13.6977,20807,-4.67357,1.26294,0.0709489,0.0663887,0.172598,0.0412804,0.143768,0.0494946,0.095644,0.556461,0.322083,0.750199999999985,2.4184,0.05
1477010450550000,13.3818,20.8348,4.94321,2.93437,0.642944,radar,1.92573,13.8263,20.4261,13.4632,20.8671,-4.70789,1.14153,0.0753495,0.0685056,0.178637,0.0379611,0.135845,0.0497712,0.0953648,0.554727,0.321181,0.686400000000003,2.4282,0.05
1477010450600000,13.1347,20.8731,4.94414,2.9703,0.647368,lidar,0.140845,13.1072,20.8294,13.2271,20.9211,-4.73904,1.01975,0.0711279,0.066332,0.172144,0.0415473,0.144029,0.0501678,0.0951319,0.553015,0.320449,0.623000000000005,2.4356,0.05
1477010450650000,12.9044,20.9332,4.93212,2.98688,0.616338,radar,1.91688,13.2669,21.1579,12.9895,20969,-4.76702,0.897694,0.0756301,0.0685222,0.177814,0.0387454,0.136882,0.0504735,0.0948665,0.551283,0.319599,0.559600000000007,2.44112,0.05
1477010450700000,12.7038,20.9749,4.8745,3.01091,0.610983,lidar,1.94085,12.8729,21.0592,12.7506,21.0108,-4.79186,0.775469,0.0712866,0.0664752,0.171368,0.0422262,0.14484,0.0504508,0.094604,0.549512,0.318766,0.496799999999986,2.4445,0.05
1477010450750000,12.4523,21.0166,4.89515,3.03621,0.602325,radar,2.58003,11.5171,21.6724,12.5106,21.0465,-4.81358,0.653175,0.0760326,0.0685055,0.177198,0.0396016,0.137855,0.0505048,0.0943307,0.547765,0.317935,0.434400000000004,2.44588,0.05
1477010450800000,12.2045,21.0529,4.90829,3.06099,0.59526,lidar,0.180676,12.2062,21.11,12.2695,21.0761,-4.83219,0.530912,0.0715682,0.0665272,0.170759,0.0429678,0.145627,0.05061,0.0940481,0.546039,0.317106,0.372199999999996,2.44526,0.05
1477010450850000,11.9673,21.0729,4.90192,3.09126,0.601337,radar,0.897127,12.3859,21.1066,12.0276,21.0996,-4.84773,0.408778,0.0765087,0.068416,0.176617,0.0402814,0.138424,0.0506772,0.0937741,0.544322,0.316364,0.310800000000011,2.44268,0.05
1477010450900000,11.7244,21.0412,4.88209,3.13756,0.621869,lidar,1.77329,11.6814,20.8651,11785,21117,-4.86022,0.286869,0.0719298,0.0664947,0.170183,0.0435127,0.146066,0.0507451,0.0936717,0.54261,0.316079,0.249799999999993,2.43818,0.05
1477010450950000,11.4789,21.0281,4.87806,3.17089,0.620331,radar,1.04929,11.5265,20.6748,11.5418,21.1283,-4.86971,0.165281,0.0770236,0.0684448,0.175696,0.0413344,0.139688,0.05083,0.0937141,0.540912,0.31603,0.189800000000009,2.43176,0.05
1477010451000000,11.2623,21.0205,4.83933,3.20031,0.620201,lidar,0.681181,11363,21.0688,11.2982,21.1335,-4.87623,0.0441057,0.0723488,0.0664879,0.169316,0.0444107,0.147087,0.0507508,0.0938464,0.539241,0.316106,0.130399999999984,2.423506,0.05
1477010451050000,11.0098,20.9819,4.84834,3.23846,0.625271,radar,4.07091,10.5558,20.5567,11.0544,21.1327,-4.87982,-0.076565,0.077636,0.0684161,0.17464,0.042581,0.141169,0.0507153,0.0943041,0.537591,0.316633,0.071800000000017,2.413414,0.05
1477010451100000,10.7993,20.9425,4.80031,3.27546,0.634634,lidar,0.509267,10.8903,20927,10.8105,21.1259,-4.88053,-0.196643,0.0728416,0.066456,0.168341,0.0454792,0.148286,0.0505671,0.0951049,0.536027,0.317571,0.014199999999995,2.40156,0.05
1477010451150000,10.5487,20.9458,4.79468,3.26782,0.539573,radar,5.76742,9.30535,21.3896,10.5666,21.1131,-4.8784,-0.31604,0.0783364,0.0684348,0.173276,0.0441512,0.143071,0.050432,0.0957099,0.534475,0.317396,-0.042600000000004,2.38794,0.05
1477010451200000,10265,20.9781,4.87548,3.26446,0.497796,lidar,3.45487,10189,21209,10.3229,21.0943,-4.87349,-0.434674,0.0733407,0.066559,0.167088,0.0468312,0.149827,0.0504809,0.0958474,0.532859,0.316687,-0.098199999999995,2.37268,0.05
1477010451250000,10025,20.9598,4.87487,3.2827,0.488532,radar,0.993915,9.97958,21.2932,10.0795,21.0697,-4.86585,-0.552463,0.0789488,0.0680037,0.172901,0.0443556,0.14259,0.0505059,0.0959381,0.531261,0.315901,-0.152800000000006,2.35578,0.05
1477010451300000,9.83237,20.9214,4.80285,3.31072,0.495667,lidar,1.69183,9.99634,20.9797,9.83658,21.0391,-4.85554,-0.669327,0.0738022,0.0663277,0.166749,0.0468927,0.149428,0.0503555,0.0960831,0.529751,0.315137,-0.206199999999992,2.33728,0.05
1477010451350000,9.59367,20.9162,4.78293,3.29949,0.412119,radar,1.79298,9.38223,21111,9.59422,21.0028,-4.84262,-0.785189,0.079534,0.0678119,0.17227,0.0449878,0.14336,0.0502054,0.0960294,0.528252,0.314208,-0.258400000000005,2.31724,0.05
1477010451400000,9.40249,20.8656,4.71584,3.32815,0.424169,lidar,1.10013,9.53921,20.8762,9.35258,20.9607,-4.82714,-0.899977,0.0742252,0.0661287,0.166189,0.0474379,0.150124,0.0502037,0.0960236,0.526896,0.313283,-0.309600000000003,2.29576,0.05
1477010451450000,9.18065,20.8225,4.70922,3.35403,0.440502,radar,1.55059,9.63392,20.9724,9.11177,20.9128,-4.80919,-1.01362,0.079995,0.0674701,0.171798,0.0455739,0.144109,0.0503339,0.0959911,0.525581,0.312365,-0.358999999999998,2.27286,0.05
1477010451500000,8.88685,20.7949,4.80595,3.35961,0.417596,lidar,2.08503,8.70331,20.8221,8.87192,20.8594,-4.78881,-1.12605,0.0746504,0.0657229,0.16582,0.0479882,0.150823,0.0501995,0.0958368,0.524094,0.31152,-0.407600000000006,2.2486,0.05
1477010451550000,8.67255,20713,4.78558,3.40073,0.455805,radar,4.63924,9.84634,20009,8.63315,20.8003,-4.76608,-1.2372,0.0805094,0.0669231,0.17147,0.0458225,0.144245,0.0501434,0.0957897,0.522678,0.310615,-0.454599999999985,2.223,0.05
1477010451600000,8.39674,20.6306,4.85462,3.42648,0.457696,lidar,2.77495,8.22277,20.4839,8.39557,20.7358,-4.74108,-1.34701,0.0751197,0.0653065,0.165551,0.0481761,0.150951,0.0499984,0.0958466,0.521203,0.309718,-0.500000000000007,2.1962,0.05
1477010451650000,8.16777,20.5491,4.85984,3.4602,0.482758,radar,0.185206,8.29647,20.4978,8.1593,20.6657,-4.71387,-1.45542,0.0811877,0.0666093,0.170739,0.0465419,0.145241,0.0498586,0.0959785,0.519757,0.308869,-0.544200000000004,2.1682,0.05
1477010451700000,7.92607,20.4697,4.87798,3.4831,0.48072,lidar,0.110913,7.88599,20.45,7.92445,20.5903,-4.68453,-1.56237,0.0757232,0.0650599,0.164879,0.0487599,0.151731,0.0497161,0.0961374,0.518312,0.308032,-0.58679999999999,2.139,0.05
1477010451750000,7.71095,20.3815,4.87873,3.52335,0.526337,radar,3.55863,8.29081,20.6565,7.69111,20.5096,-4.65313,-1.66781,0.081987,0.0663753,0.169778,0.0474972,0.146514,0.0495972,0.0963485,0.516924,0.307363,-0.628000000000011,2.1088,0.05
1477010451800000,7.40054,20.3254,4.99841,3.52078,0.486479,lidar,3.30047,7.18029,20392,7.45939,20.4237,-4.61975,-1.7717,0.0764179,0.0648063,0.164009,0.0495369,0.15271,0.0496543,0.0963594,0.515465,0.306551,-0.667600000000004,2.0778,0.05
1477010451850000,7.16747,20.2291,4.99819,3.5428,0.47868,radar,0.213958,7.09214,20.1196,7.22939,20.3326,-4.58448,-1.87399,0.0828283,0.065962,0.169052,0.0479755,0.146867,0.0497316,0.0964009,0.514017,0.305744,-0.705399999999994,2.0458,0.05
1477010451900000,6.90285,20.1469,5.04668,3.55312,0.460117,lidar,0.578147,6.81542,20.1859,7.00119,20.2364,-4.54738,-1.97462,0.0770841,0.0646106,0.163324,0.0498245,0.152907,0.0501343,0.0963635,0.512612,0.304907,-0.741999999999994,2.0126,0.05
1477010451950000,6.67575,20.0559,5.03336,3.56781,0.442592,radar,0.447239,6.89359,20.1536,6.7749,20.1352,-4.50854,-2.07357,0.0835759,0.06563,0.168422,0.0482195,0.147025,0.0505381,0.0962772,0.511216,0.304059,-0.776800000000009,1.979,0.05
1477010452000000,6.42841,19.9649,5.05741,3.58008,0.42955,lidar,0.241481,6.38914,20.0137,6.55059,20.0292,-4.46805,-2.17079,0.0776684,0.0643443,0.162756,0.0499349,0.152993,0.0512099,0.0961296,0.509869,0.303223,-0.809800000000003,1.9444,0.05
1477010452050000,6.2105,19.8711,5.04087,3.59856,0.429227,radar,2.83491,6.67637,20.2142,6.32834,19.9183,-4.42598,-2.26625,0.0841923,0.0652455,0.167877,0.0483638,0.147196,0.0518106,0.095929,0.508518,0.302405,-0.841399999999997,1.90919999999999,0.05
1477010452100000,5.94766,19.7783,5.08883,3.6042,0.408152,lidar,0.647937,5.86119,19.8306,6.10823,19.8027,-4.38241,-2.35993,0.0781694,0.0639846,0.162301,0.0500081,0.153133,0.0530147,0.0956835,0.507285,0.301649,-0.871399999999998,1.8736,0.05
1477010452150000,5.72042,19.6301,5.12529,3.65162,0.469897,radar,1.99013,5.28178,19.5036,5.89034,19.6824,-4.33744,-2.45178,0.0846984,0.0647646,0.167469,0.0483705,0.14722,0.0543341,0.0955012,0.506003,0.300851,-0.899400000000004,1.837,0.05
1477010452200000,5.54725,19.5048,5.05484,3.68479,0.483817,lidar,1.45759,5.69089,19.5755,5.67472,19.5577,-4.29114,-2.5418,0.0786753,0.0635394,0.161978,0.0499679,0.153147,0.0549915,0.0953222,0.504641,0.300082,-0.925999999999991,1.80040000000001,0.05
1477010452250000,5.34744,19.3548,5.04485,3.72086,0.503121,radar,1.74886,5.9506,18.9859,5.46145,19.4284,-4.24359,-2.62995,0.0855993,0.0645419,0.166126,0.0496004,0.149287,0.055477,0.0952188,0.503285,0.29943,-0.951000000000004,1.76299999999999,0.05
1477010452300000,5.13446,19.2526,5.03297,3.73063,0.483934,lidar,1.92396,5.17021,19.4397,5.25059,19.2948,-4.19488,-2.71622,0.0794365,0.0631667,0.160834,0.0510423,0.15478,0.0559763,0.0950142,0.501938,0.298686,-0.974199999999996,1.7254,0.05
1477010452350000,4.94113,19.1423,4.97422,3.73456,0.436141,radar,4.72147,5.87397,19301,5.04219,19157,-4.1451,-2.80059,0.0865263,0.0641434,0.164754,0.0509289,0.151079,0.0563117,0.0947672,0.500603,0.297894,-0.995600000000003,1.68740000000001,0.05
1477010452400000,4.78188,18.9893,4.91829,3.77273,0.459084,lidar,0.760844,4.89149,18982,4.8363,19015,-4.09432,-2.88305,0.0801093,0.06288,0.159683,0.052181,0.156169,0.0563018,0.0945347,0.499358,0.297108,-1.01560000000001,1.6492,0.05
1477010452450000,4.57452,18.8385,4.94952,3.80089,0.478237,radar,1.4444,3.98679,19.0452,4.63297,18.8689,-4.04263,-2.96359,0.0873195,0.063851,0.163267,0.0524966,0.153056,0.0563133,0.0943113,0.498132,0.296367,-1.0338,1.6108,0.05
1477010452500000,4.39799,18706,4.9148,3.82185,0.475528,lidar,1.12177,4.4685,18834,4.43224,18.7188,-3.99012,-3.0422,0.0808319,0.0625434,0.158487,0.0535146,0.157686,0.0562204,0.0940686,0.496977,0.295611,-1.0502,1.5722,0.05
1477010452550000,4.21464,18.5651,4.87342,3.83079,0.436363,radar,1.38361,4.69245,18.4634,4.23416,18.5648,-3.93685,-3.11888,0.0882611,0.0635021,0.161733,0.0540672,0.154853,0.0560915,0.0938233,0.495844,0.294844,-1.0654,1.5336,0.05
1477010452600000,4.09365,18.4079,4.78881,3.87285,0.465958,lidar,1.99487,4.26269,18481,4.03876,18.4071,-3.88293,-3.19362,0.0815455,0.0622442,0.157253,0.0548127,0.159039,0.0560853,0.09358,0.495088,0.294079,-1.0784,1.49480000000001,0.05
1477010452650000,3.91596,18.2324,4.85697,3.92339,0.54371,radar,6.97979,3.42434,18.8357,3.84606,18.2457,-3.82841,-3.26644,0.0891661,0.0632397,0.159854,0.0560039,0.157242,0.0561652,0.0933434,0.494571,0.293533,-1.0904,1.4564,0.05
1477010452700000,3.65357,18.0935,4.94998,3.90729,0.482536,lidar,2.83036,3.45919,18167,3.65611,18.0807,-3.77339,-3.33732,0.0824161,0.0618355,0.155791,0.0564125,0.160838,0.0560213,0.0931083,0.493519,0.292855,-1.1004,1.4176,0.05
1477010452750000,3.48906,17.9444,4.88563,3.9136,0.435831,radar,3.45232,4.3011,17.9267,3.46891,17.9122,-3.71795,-3.40627,0.0902253,0.0627122,0.158673,0.0570659,0.158025,0.0558967,0.0928989,0.492503,0.292107,-1.1088,1.379,0.05
1477010452800000,3.25867,17.7791,4.95117,3.91286,0.40353,lidar,1.16214,3.12525,17.7493,3.28449,17.7402,-3.66215,-3.47331,0.0831765,0.0615863,0.154829,0.0571491,0.161329,0.055785,0.0927041,0.491316,0.291369,-1.116,1.3408,0.05
1477010452850000,3.08299,17.5933,4.99324,3.95122,0.452931,radar,2.38286,2.65664,17888,3.10287,17565,-3.60609,-3.53844,0.0907285,0.0622748,0.158243,0.0571862,0.157639,0.0556619,0.0924915,0.490209,0.290684,-1.1212,1.3026,0.05
1477010452900000,2.90163,17.4768,4.95596,3.94754,0.4193,lidar,6.14552,2.9449,17.8154,2.92405,17.3866,-3.54982,-3.60167,0.0836975,0.0612305,0.154511,0.0571078,0.160989,0.0555446,0.0924799,0.489048,0.289958,-1.1254,1.2646,0.05
